,Last_Name/Organization_Name/Title,First_Names/Author,Occupation_or_description,Race,Start_Date,End_Date,Boston_State_Date,Boston_End_Date,Type,Action,Start_Year_for_Location,End_Year_for_Location,Lat,Long,Original_Street_Address,Records_(semi-colon_separated),Digital_Assets_(semi-colon_separated),iiif_manifests_(semi-colon_separated),HAD_Links,Source_(semi-colon_separated),linked_data,Other_Repositories,Notes,Search_in_HOLLIS_Link,Presentation_Text,Layer,DISPLAY
355,Wallace,William,hairdresser,Black,,,,,Person,lived,,1836.0,42.36166,-71.05521,82 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"William Wallace lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
356,Washington,George,bootblack,Black,,,,,Person,lived,,1836.0,42.36026,-71.06526,house r. 29 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"George Washington lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
357,Washington,George,bootblack,Black,,,,,Person,worked,,1836.0,42.3577,-71.05611999999999,Water,,,,,"Stimpson's Boston Directory, 1836",,,,,"George Washington worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
358,Weeks,Maria,,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Maria Weeks lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
359,White,John,tailor,Black,,,,,Person,lived,,1836.0,42.36035,-71.06503000000001,24 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"John White lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
360,White,Samuel,mariner,Black,,,,,Person,lived,,1836.0,42.35229,-71.06061,Peck lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Samuel White lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
361,White,Samuel,mariner,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,Robinson lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Samuel White lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
362,Williams,Alfred,,Black,,,,,Person,lived,,1836.0,42.360490000000006,-71.06505,house 20 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Alfred Williams lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
363,Williams,Isaac,,Black,,,,,Person,lived,,1836.0,42.360240000000005,-71.06515,house 27 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Isaac Williams lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
364,Williams,John,shoeblack,Black,,,,,Person,lived,,1836.0,42.36036,-71.06638000000001,house Butolph,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Williams lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
365,Williams,John,shoeblack,Black,,,,,Person,worked,,1836.0,42.35167,-71.0572,South cor. East,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Williams worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
366,Williams,John,laborer,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"John Williams lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
367,Williams,John,mariner,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"John Williams lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
368,Williams,Charles,hairdresser,Black,,,,,Person,lived,,1836.0,42.34919,-71.06548000000001,Tremont near Warren,,,,,"Stimpson's Boston Directory, 1836",,,,,"Charles Williams lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
369,Wilson,William J.,hairdresser,Black,,,,,Person,lived,,1836.0,42.3645,-71.0517,241 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"William J. Wilson lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
370,Wilson,William J.,hairdresser,Black,,,,,Person,lived,,1836.0,42.36354,-71.05487,174 Hanover,,,,,"Stimpson's Boston Directory, 1836",,,Estimated based on the location of 152 Hanover Street at intersection with No. Hanover Court.,,"William J. Wilson lived here in 1836. Notes: Estimated based on the location of 152 Hanover Street at intersection with No. Hanover Court.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
371,Wilson,Benjamin,laborer,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,Robinson lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Benjamin Wilson lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
372,Winsor,Thomas,,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,Robinson lane,,,,,"Stimpson's Boston Directory, 1836",,,,,"Thomas Winsor lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
373,Wood,Robert,boarding,Black,,,,,Person,lived,,1836.0,42.36036,-71.06638000000001,Butolph,,,,,"Stimpson's Boston Directory, 1836",,,,,"Robert Wood lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
374,Woodland,Isaac,,Black,,,,,Person,lived,,1836.0,42.36056,-71.06517,house 17 Belknap,,,,,"Stimpson's Boston Directory, 1836",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,,"Isaac Woodland lived here in 1836. Notes: Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
375,Woodruff,William F.,clothing,Black,,,,,Person,lived,,1836.0,42.362840000000006,-71.0542,151 Ann,,,,,"Stimpson's Boston Directory, 1836",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,,"William F. Woodruff lived here in 1836. Notes: Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
376,Woodson,Joseph,blacking maker,Black,,,,,Person,lived,,1836.0,42.360279999999996,-71.07004,George,,,,,"Stimpson's Boston Directory, 1836",,,George St is now the north section of West Cedar Street,,"Joseph Woodson lived here in 1836. Notes: George St is now the north section of West Cedar Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
377,Wright,John,clothes,Black,,,,,Person,worked,,1836.0,42.360054,-71.058697,"store, 5 Brattle square ",,,,,"Stimpson's Boston Directory, 1836",,,,,"John Wright worked here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
378,Wright,John,clothes,Black,,,,,Person,lived,,1836.0,42.36435,-71.06716999999999,house Poplar,,,,,"Stimpson's Boston Directory, 1836",,,,,"John Wright lived here in 1836. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
379,Young,Hannah,widow,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Stimpson's Boston Directory, 1836",,,Southac Street is now Phillips Street,,"Hannah Young lived here in 1836. Notes: Southac Street is now Phillips Street. Source: Stimpson's Boston Directory, 1836","Stimpson's Boston Directory, 1836",
380,Knapp,Isaac,,white,1804-00-00,1843-00-00,1830-00-00,1843-00-00,Person,worked,,1835.0,42.359693,-71.058305,31 Cornhill,,,,,,Q17330118,,,,Isaac Knapp worked here in 1835. Source: ,,
381,Knapp,Isaac,,white,1804-00-00,1843-00-00,1830-00-00,1843-00-00,Person,lived,,1833.0,42.35504,-71.06049,Central Ct,,,,,,Q17330118,,,,Isaac Knapp lived here in 1833. Source: ,,
382,Dow,Moses A.,printer,white,1810-00-00,1886-00-00,,1886-00-00,Person,lived,,1842.0,42.36727,-71.05485,66 Charter St,,,,,,,,,,Moses A. Dow lived here in 1842. Source: ,,
383,African Meeting House,,,,1806-00-00,,1806-00-00,,Place,was built,1806.0,,42.359983,-71.065481,,,,,,Wikipedia,Q3329655,,"Other names: African Church, Belknap Street Church, First African Baptist Church, First Independent Baptist Church",,"African Meeting House was built here since 1806. Notes: Other names: African Church, Belknap Street Church, First African Baptist Church, First Independent Baptist Church. Source: Wikipedia","Boston, 1780-1880",
384,George and Susan Hillard House,,,,1835-00-00,187U-00-00,1855-00-00,1858-00-00,Place,was part of the Underground Railroad,,1855.0,42.358784,-71.067685,,,,,,BOAF,,,,,George and Susan Hillard House was part of the Underground Railroad here in 1855. Source: BOAF,"Boston, 1780-1880",
385,Smith Court,,,,179U-00-00,191U-00-00,179U-00-00,191U-00-00,Place,was,1790.0,1910.0,42.360048,-71.065557,,,,,,BOAF,,,,,Smith Court was here in 1910. Source: BOAF,"Boston, 1780-1880",
386,Dow and Jackson,,,,,,,,Publisher,operated,,1842.0,42.358109999999996,-71.05723,14 Devonshire,990068590270203941;,,,,,,,,,Dow and Jackson operated here in 1842. Source: ,,"<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990068590270203941/catalog"">brief view of American chattelized humanity, and its supports</a><br><a href=""https://id.lib.harvard.edu/alma/990068590270203941/catalog"">brief view of American chattelized humanity, and its supports</a><br></p><br>"
387,Anti-Slavery Herald,The,,,,,,,Work,was published,,,,,,,,,,Grover and da Silva,,,Newspaper published by Benjamin Roberts.,,The Anti-Slavery Herald was published here since . Notes: Newspaper published by Benjamin Roberts.. Source: Grover and da Silva,"Boston, 1780-1880",
388,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1838.0,1846.0,42.359665,-71.058249,25 Cornhill St on 1838 to 1846 Masthead,990001325820203941;,,,,Wikipedia,Q1336674,https://fair-use.org/the-liberator/,25 Cornhill St on 1838 to 1846 Masthead,,The Liberator was published here in 1846. Notes: 25 Cornhill St on 1838 to 1846 Masthead. Source: Wikipedia,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br><a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br></p><br>"
389,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1847.0,1860.0,42.359671999999996,-71.058174,21 Cornhill St from 1847 to 1860 Masthead; ,990001325820203941;,,,,Wikipedia,Q1336674,https://fair-use.org/the-liberator/,21 Cornhill St from 1847 to 1860 Masthead; ,,The Liberator was published here in 1860. Notes: 21 Cornhill St from 1847 to 1860 Masthead; . Source: Wikipedia,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br><a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br></p><br>"
390,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1831.0,1834.0,42.35764,-71.056311,11 Merchants Hall on 1831 Masthead ,990001325820203941;,,,,Wikipedia,Q1336674,https://fair-use.org/the-liberator/,11 Merchants Hall on 1831 Masthead ,,The Liberator was published here in 1834. Notes: 11 Merchants Hall on 1831 Masthead . Source: Wikipedia,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br><a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br></p><br>"
391,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,,1835.0,42.359693,-71.058305,31 Cornhill St on 1835 Masthead,990001325820203941;,,,,Wikipedia,Q1336674,https://fair-use.org/the-liberator/,31 Cornhill St on 1835 Masthead,,The Liberator was published here in 1835. Notes: 31 Cornhill St on 1835 Masthead. Source: Wikipedia,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br><a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br></p><br>"
392,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1836.0,1837.0,42.359091,-71.05774100000001,46 Washington St on 1836 to 1837 Masthead,990001325820203941;,,,,Wikipedia,Q1336674,https://fair-use.org/the-liberator/,46 Washington St on 1836 to 1837 Masthead,,The Liberator was published here in 1837. Notes: 46 Washington St on 1836 to 1837 Masthead. Source: Wikipedia,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br><a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br></p><br>"
393,Liberator,The,,,1831-00-00,1865-00-00,1831-00-00,1865-00-00,Work,was published,1861.0,1865.0,42.356328999999995,-71.059687,221 Washington St Room No. 6 on 1861 Masthead,990001325820203941;,,,,Wikipedia,Q1336674,https://fair-use.org/the-liberator/,221 Washington St Room No. 6 on 1861 Masthead,,The Liberator was published here in 1865. Notes: 221 Washington St Room No. 6 on 1861 Masthead. Source: Wikipedia,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br><a href=""https://id.lib.harvard.edu/alma/990001325820203941/catalog"">liberator</a><br></p><br>"
394,Self-Elevator,The,,,,,,,Work,was published,,,,,,,,,,Grover and da Silva,,,Newspaper published by Benjamin Roberts.,,The Self-Elevator was published here since . Notes: Newspaper published by Benjamin Roberts.. Source: Grover and da Silva,"Boston, 1780-1880",
395,Abolitionist,The,,,1833-00-00,1833-00-00,1833-00-00,1833-00-00,Work,was published,,1833.0,42.35764,-71.056311,Garrison and Knapp: 9 Merchants Hall,990045701730203941;,https://nrs.harvard.edu/urn-3:HUL.FIG:004570173,,,,Q96246076,,,,The Abolitionist was published here in 1833. Source: ,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990045701730203941/catalog"">Abolitionist</a><br><a href=""https://id.lib.harvard.edu/alma/990045701730203941/catalog"">Abolitionist</a><br></p><br>"
396,American Anti-Slavery Almanac,,,,1837-00-00,1843-00-00,1838-00-00,1838-00-00,Work,was published,,1838.0,42.359665,-71.058249,Isaac Knapp: 25 Cornhill,,,,,,Q85741202,,,,American Anti-Slavery Almanac was published here in 1838. Source: ,"Boston, 1780-1880",
397,Poems on miscellaneous subjects,Frances Ellen Watkins,,,1854-00-00,1854-00-00,1854-00-00,1854-00-00,Work,was published,,1854.0,42.359671999999996,-71.058174,J.B. Yerrinton & Son: 21 Cornhill St,990045681050203941;,,,,,Q5478699,,,,Frances Ellen Watkins Poems on miscellaneous subjects was published here in 1854. Source: ,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990045681050203941/catalog"">Poems on miscellaneous subjects</a><br><a href=""https://id.lib.harvard.edu/alma/990045681050203941/catalog"">Poems on miscellaneous subjects</a><br></p><br>"
398,"Narrative of William W. Brown, a fugitive slave",William Wells Brown,,,1847-00-00,1847-00-00,1847-00-00,1847-00-00,Work,was published,,1847.0,42.359123,-71.057659,Anti-slavery office:  21 Cornhill St,990046912590203941;,https://nrs.harvard.edu/urn-3:HUL.FIG:004691259,,,Wikipedia,Q961244,,,,"William Wells Brown Narrative of William W. Brown, a fugitive slave was published here in 1847. Source: Wikipedia","Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990046912590203941/catalog"">Narrative of William W. Brown, a fugitive slave</a><br><a href=""https://id.lib.harvard.edu/alma/990046912590203941/catalog"">Narrative of William W. Brown, a fugitive slave</a><br></p><br>"
399,Letters of Phillis Wheatly : the Negro-slave poet of Boston,,,,1864-00-00,1864-00-00,1864-00-00,1864-00-00,Work,was published,,1864.0,42.35753,-71.05768,John Wilson and son: 15 Water,990007848890203941;,https://nrs.harvard.edu/urn-3:DIV.LIB:10785359,httpss://iiif.lib.harvard.edu/manifests/drs:46312823,,,Q257911,,,,Letters of Phillis Wheatly : the Negro-slave poet of Boston was published here in 1864. Source: ,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990007848890203941/catalog"">Letters of Phillis Wheatly</a><br><a href=""https://id.lib.harvard.edu/alma/990007848890203941/catalog"">Letters of Phillis Wheatly</a><br></p><br>"
400,Thacker,Henry L. W. ,waiter,Black,,,,,,,1833.0,1871.0,42.3604,-71.06665,5 Southac,,,,,Grover and da Silva,,,,,Henry L. W.  Thacker here in 1871. Source: Grover and da Silva,"Boston, 1780-1880",
401,Hopkins,Pauline,author,Black,1859-00-00,1930-00-00,1870-00-00,1930-00-00,Person,lived,,1930.0,42.364581,-71.110007,19 Jay St in Cambridge,,,,,Wikipedia,Q7155037,,In 1930 Federal census,,Pauline Hopkins lived here in 1930. Notes: In 1930 Federal census. Source: Wikipedia,"Boston, 1780-1880",
402,Hopkins,Pauline,author,Black,1859-00-00,1930-00-00,1870-00-00,1930-00-00,Person,lived,,1870.0,,,Ward 3 of Boston,,,,,Wikipedia,Q7155037,,In 1870 Federal census: httpss://www.ancestrylibrary.com/imageviewer/collections/7163/images/4271362_00286,,Pauline Hopkins lived here in 1870. Notes: In 1870 Federal census: httpss://www.ancestrylibrary.com/imageviewer/collections/7163/images/4271362_00286. Source: Wikipedia,"Boston, 1780-1880",
403,Atkins,Zipporah Potter,,Black,1645-00-00,1705-00-00,1645-00-00,1705-00-00,Person,,,,,,,,,,,Wikipedia,Q16975644,,,,Zipporah Potter Atkins here since . Source: Wikipedia,"Boston, 1780-1880",
404,Attucks,Crispus,,Black,1723-00-00,1770-00-00,1723-00-00,1770-00-00,Person,died,,1770.0,42.358725,-71.05749399999999,,,,,,Wikipedia,Q288241,,site of Boston Massacre,,Crispus Attucks died here in 1770. Notes: site of Boston Massacre. Source: Wikipedia,"Boston, 1780-1880",
405,,Bonny,,Black,,,1755-12-11,1755-12-11,Person,,,,,,,990006033720203941;,httpss://nrs.harvard.edu/urn-3:HMS.COUNT:37493240,httpss://iiif.lib.harvard.edu/manifests/drs:457678088,httpss://hollisarchives.lib.harvard.edu/repositories/14/resources/8031,CNA,,,"Johnson Jackson's advertisement seeking the location of Bonny or Bonny-west, a person who had escaped enslavement.",,"Bonny here since . Notes: Johnson Jackson's advertisement seeking the location of Bonny or Bonny-west, a person who had escaped enslavement.. Source: CNA","Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990006033720203941/catalog"">William Cranch Bond Fifield papers, 1626-1970 (inclusive), 1841-1896 (bulk)</a><br><a href=""https://id.lib.harvard.edu/alma/990006033720203941/catalog"">William Cranch Bond Fifield papers, 1626-1970 (inclusive), 1841-1896 (bulk)</a><br></p><br>"
406,Wheatley,Phillis ,,Black,1753-00-00,1784-00-00,1761-00-00,1784-00-00,Person,lived,,1761.0,42.358994,-71.055924,,990091526090203941; 990024451140203941;,httpss://digitalcollections.library.harvard.edu/catalog/hou01446c00563; httpss://digitalcollections.library.harvard.edu/catalog/990024451140203941_FHCL.HOUGH:5338543,httpss://iiif.lib.harvard.edu/manifests/drs:474790456; httpss://iiif.lib.harvard.edu/manifests/ids:35288222,httpss://hollisarchives.lib.harvard.edu/repositories/24/archival_objects/638740,Wikipedia; Carretta,Q257911,,House at the corner of King Street and Mackerel Lane (now State Street and Kilby Street),,Phillis  Wheatley lived here in 1761. Notes: House at the corner of King Street and Mackerel Lane (now State Street and Kilby Street). Source: Wikipedia; Carretta,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990091526090203941/catalog"">Autograph file, W, 1585-1973</a><br><a href=""https://id.lib.harvard.edu/alma/990024451140203941/catalog"">Poems on various subjects, religious and moral</a><br><a href=""https://id.lib.harvard.edu/alma/990091526090203941/catalog"">Autograph file, W, 1585-1973</a><br><a href=""https://id.lib.harvard.edu/alma/990024451140203941/catalog"">Poems on various subjects, religious and moral</a><br></p><br>"
407,Colbourn,George,,Black,,,,,Person,lived,,1762.0,42.36251,-71.06421,,99153757472603941;,httpss://iiif.lib.harvard.edu/manifests/view/drs:477294536$20i,httpss://iiif.lib.harvard.edu/manifests/drs:477294536,httpss://hollisarchives.lib.harvard.edu/repositories/11/archival_objects/2930565,CNA,,,"In Ward No. 7, Jonathan Mason found that George Colbourn, a freed African American who was a formerly enslaved by Timothy Emmerson in Redding, was living at a home of another African American man named Tillis, located near Dr. Mayhew's meeting house. Placement is approximated near Mayhew's meeting house, which is now the Old West Church.",,"George Colbourn lived here in 1762. Notes: In Ward No. 7, Jonathan Mason found that George Colbourn, a freed African American who was a formerly enslaved by Timothy Emmerson in Redding, was living at a home of another African American man named Tillis, located near Dr. Mayhew's meeting house. Placement is approximated near Mayhew's meeting house, which is now the Old West Church.. Source: CNA","Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/99153757472603941/catalog"">Vertical file collection on Massachusetts town records, 1635-1877</a><br><a href=""https://id.lib.harvard.edu/alma/99153757472603941/catalog"">Vertical file collection on Massachusetts town records, 1635-1877</a><br></p><br>"
408,,Caeser,,Black,,,1774-00-00,,Person,lived,,,,,,990146480560203941;,httpss://iiif.lib.harvard.edu/manifests/view/drs:437414962$1i,httpss://iiif.lib.harvard.edu/manifests/drs:437414962,httpss://hollisarchives.lib.harvard.edu/repositories/11/resources/8731,CNA,,,a boy enslaved by attorney Sampson S. Blowers (1742-1842; Harvard AB 1763),,Caeser lived here since . Notes: a boy enslaved by attorney Sampson S. Blowers (1742-1842; Harvard AB 1763). Source: CNA,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990146480560203941/catalog"">Daniel Rea records, 1736-1784 (inclusive)</a><br><a href=""https://id.lib.harvard.edu/alma/990146480560203941/catalog"">Daniel Rea records, 1736-1784 (inclusive)</a><br></p><br>"
409,,Phillis,,Black,,,1774-00-00,,Person,lived,,,,,,990146480560203941;,httpss://iiif.lib.harvard.edu/manifests/view/drs:437414962$1i,httpss://iiif.lib.harvard.edu/manifests/drs:437414962,httpss://hollisarchives.lib.harvard.edu/repositories/11/resources/8731,CNA,,,a woman enslaved by Daniel Rea,,Phillis lived here since . Notes: a woman enslaved by Daniel Rea. Source: CNA,"Boston, 1780-1880","<p>Records in HOLLIS include: <a href=""https://id.lib.harvard.edu/alma/990146480560203941/catalog"">Daniel Rea records, 1736-1784 (inclusive)</a><br><a href=""https://id.lib.harvard.edu/alma/990146480560203941/catalog"">Daniel Rea records, 1736-1784 (inclusive)</a><br></p><br>"
410,Homer,Horatio J. ,police officer,Black,1848-00-00,1923-00-00,1873-00-00,1923-00-00,Person,lived,,1880.0,42.347682,-71.075254,46 Buckingham St ,,,,,Wikipedia,Q42698736,,In 1880 Federal Census,,Horatio J.  Homer lived here in 1880. Notes: In 1880 Federal Census. Source: Wikipedia,"Boston, 1780-1880",
411,Homer,Horatio J. ,police officer,Black,1848-00-00,1923-00-00,1873-00-00,1923-00-00,Person,lived,,1880.0,42.335563,-71.07543100000001,686 Mass Ave,,,,,Wikipedia,Q42698736,,In the 1910 Federal Census,,Horatio J.  Homer lived here in 1880. Notes: In the 1910 Federal Census. Source: Wikipedia,"Boston, 1780-1880",
412,Braithwaite,William Stanley,,Black,1878-00-00,1962-00-00,1878-00-00,1935-00-00,Person,lived,,1910.0,42.380897,-71.11341999999999,59 Museum St in Cambridge,,,,,Wikipedia,Q8018731,,In 1910 Federal Census,,William Stanley Braithwaite lived here in 1910. Notes: In 1910 Federal Census. Source: Wikipedia,"Boston, 1780-1880",
413,Braithwaite,William Stanley,,Black,1878-00-00,1962-00-00,1878-00-00,1935-00-00,Person,lived,,1910.0,42.417221000000005,-71.180724,243 Park Ave in Arlington ,,,,,Wikipedia,Q8018731,,In 1920 Federal Census,,William Stanley Braithwaite lived here in 1910. Notes: In 1920 Federal Census. Source: Wikipedia,"Boston, 1780-1880",
414,Braithwaite,William Stanley,,Black,1878-00-00,1962-00-00,1878-00-00,1935-00-00,Person,lived,,1910.0,42.37408,-71.106562,27 Ellsworth Ave,,,,,Wikipedia,Q8018731,,In 1918 Draft Card,,William Stanley Braithwaite lived here in 1910. Notes: In 1918 Draft Card. Source: Wikipedia,"Boston, 1780-1880",
415,Morgan,Clement G. ,,Black,1859-00-00,1929-00-00,188U-00-00,1929-00-00,Person,lived,,1910.0,42.372018,-71.09951600000001,265 Prospect St in Cambridge ,,,,,Wikipedia,Q28011754,,In 1917 City Directory and 1900 Federal Census,,Clement G.  Morgan lived here in 1910. Notes: In 1917 City Directory and 1900 Federal Census. Source: Wikipedia,"Boston, 1780-1880",
416,Wilson,Mary Evans ,,Black,1866-00-00,1928-00-00,1894-00-00,1928-00-00,Person,lived,,1920.0,42.341549,-71.077634,13 Rutland Sq,,,,,Wikipedia,Q27974863,,,,Mary Evans  Wilson lived here in 1920. Source: Wikipedia,"Boston, 1780-1880",
417,Copp's Hill Burying Ground,,,,1659-00-00,,1659-00-00,,Place,is,1659.0,,42.367222,-71.056389,,,,,,Wikipedia,Q1131544,,,,Copp's Hill Burying Ground is here since 1659. Source: Wikipedia,"Boston, 1780-1880",
418,Hygeia,,,,1872-00-00,,1872-00-00,,Work,was installed,,1872.0,42.371472,-71.14328499999999,,,,,,Roses,,httpss://mountauburn.org/hunt-monument/,"by Mary Edmonia Lewis, at the grave of Harriot K Hunt",,"Hygeia was installed here in 1872. Notes: by Mary Edmonia Lewis, at the grave of Harriot K Hunt. Source: Roses","Boston, 1780-1880",
